,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2700,Assistant Manager / Manager - Learning & Development,Jehangir Hospital,Pune,5-10 Yrs,5-10 Lacs PA,29 Days Ago,2024-11-24,TrainingTraining Need AnalysisBehavioural TrainingSoft Skills TrainingContent WritingTraining And DevelopmentContent DevelopmentLearning And Development
2701,Medical Reviewer,Eversana India,Pune,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CROMedical devicesCodingGCPPharmaProcess improvementPharmacovigilanceManager Quality Control
2702,Application Security Engineer,Velsera,Pune,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,malware analysispythonweb applicationapplication securitythreat intelligencepenetration testingsastmac
2703,Part Time Radiologist,Maharashtra Medical Foundation,Pune,2-5 Yrs,Not disclosed,13 Days Ago,2024-11-24,Sonographyconsultant radiologistRadiologyradiologistPart timePartTimeConsulting
2704,Sonologist Consultant,Maharashtra Medical Foundation,Pune,1-3 Yrs,Not disclosed,13 Days Ago,2024-11-24,RadiologySonologistUltrasoundSonographyConsulting
2705,Sr Executive - Engineering Purchase For Pharma Formulation Co,Veko Care,Pune(Shivaji Nagar),4-8 Yrs,4-6 Lacs PA,16 Days Ago,2024-11-24,Engineering ProcurementPurchaseElectrical Purchasespare purchaseEngineering PurchaseCapital Equipment ProcurementVendor DevelopmentEngineering Store
2706,It Support Engineer,Vijaya Diagnostic Centre,Pune,2-7 Yrs,3.5-4.25 Lacs PA,27 Days Ago,2024-11-24,TroubleshootingOutlook ConfigurationDesktop SupportIT supportConfigurationDesktopMS Office Outlook
2707,Senior Application Engineer,Velsera,Pune,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior Application EngineerApplicationSeniorApplication engineering
2708,SME Sales Manager,Creliohealth,Pune,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,content developmentrelationship managementwritingsme salessmeteachingsalessme banking
2709,Area Business Manager,Venus Remedies (VRL),"Nagpur, Pune, Amritsar",3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,marketing executivedistributorscustomer profilingsales strategymarket researchBusiness Developmentsales executiveSales executive activities
2710,Project Manager,Eversana India,Pune,7-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product managementPMPCAPMTime managementPharmaProject managementConsultingResourcing
2711,Associate Project Manager-Technical(Freelancer),Indus Health Plus,Pune(Shivaji Nagar),10-12 Yrs,Not disclosed,25 Days Ago,2024-11-24,JavaSpring BootApache TomcatSpringDevopsApacheProjectFreelancing
2712,Sr Frontend (React) Developer,EVERSANA India Pvt. Ltd,Pune,5-7 Yrs,Not disclosed,30 Days Ago,2024-11-24,frontend developmentrestreduxfront endcssuxweb applicationui development
2713,Receptionist - Front Desk,Medexcode,Pune,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,front deskcomputer operatingtranscriptionadministrationback officereceptionist activitiesoffice assistanceoffice administration
2714,IQC Engineer,Nipro India Corporation,Pune(Shirwal),2-5 Yrs,Not disclosed,26 Days Ago,2024-11-24,IQCCAPAFinal Inspectioncomplaint analysisIncoming InspectionIncoming QualityQualityIncoming
2715,Senior Medical Information Associate,Eversana India,Pune,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product qualityTrainingQuality monitoringPharmaHealthcareLife sciencesCase processingManagement
2716,Senior role- Healthcare Operations,Ruby Hall Clinic (RHC),Pune,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Healthcare OperationsHealthcare ManagementHospital AdministrationMedical OperationsHospital OperationsHospitalMedicalHealthcare
2717,Medical Content and Review Specialist,Eversana India,Pune,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationScientific writingProject managementProcess improvementPharmaHealthcareSchedulingLife sciences
2718,"Expert Writer, Medical Content Development",Eversana India,Pune,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product launchNeurologyMedical affairsPublishingPharmaConsultingOncologyLife sciences
2719,Billing Executive,Ruby Hall Clinic (RHC),Pune,1-3 Yrs,1.25-3.25 Lacs PA,30+ Days Ago,2024-11-24,Payment PostingMedical BillingClaims ProcessingBilling CenterMediclaimHospital AdministrationHospitalMedical
2720,QA Professional,Global Pharma Tek,Pune,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,software testingregression testingautomation testingtest casesmanual testingselenium webdriversqlfunctional testing
2721,Insight Analyst,Eversana India,Pune,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisTranscriptionSASCodingPharmaData collectionMarket researchVideo conferencing
2722,Clinical Assistant NICU/ PICU,Sahyadri Hospitals,Pune,2-6 Yrs,Not disclosed,30 Days Ago,2024-11-24,NICUPicuClinicalAssistance
2723,Specialist Receivable Management,Eversana India,Pune,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Analytical skillsReceivable managementCash applicationsInterpersonal skillsExcelAccountingTime managementFinance
2724,Medical Social Worker - Fund Raising,"MAEER's VishwaRaj Hospital, Pune",Pune(Loni Kalbhor),3-7 Yrs,Not disclosed,17 Days Ago,2024-11-24,Social WorkFund RaisingMedical Social WorkMedical
2725,Senior Data Analyst,Eversana India,Pune,10-20 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisData validationManager Quality AssuranceAnalyticalHealthcarepower biData warehousingSQL
2726,Consultant in Histopathology and Cytology,Ruby Hall Clinic (RHC),Pune,10-17 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HistopathologyPathologyCytologyLaboratoryHistopathConsulting
2727,BD Executive,Bioprime Agrisolutions,Pune,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,bdteam managementnew businesschannel salesbusiness developmentbusiness development managementmarket researchcorporate sales
2728,Neonatologist Consultant,Sahyadri Hospitals,Pune,2-7 Yrs,Not disclosed,30 Days Ago,2024-11-24,NICUPICUNeonatologyConsulting
2729,Senior Analyst,Eversana India,Pune,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AnalystQCQuality checkPharmaAnalyticalData extractionQualityAnalysis
2730,Staff Nurse,"MAEER's VishwaRaj Hospital, Pune",Pune(Loni Kalbhor),1-5 Yrs,Not disclosed,17 Days Ago,2024-11-24,Nursing
2731,First line field manager (Area Sales Manager ),Tablets India Ltd.,Pune,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,project managementarea sales managementteam managementteam handlingequipmentbusiness developmenttrackingsales
2732,Sr. Salesforce Developer || Remote Support || US Healthcare Brand,Consultant,Remote,6-11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sales cloudHealth cloudSalesforce Lightning platformSoql QuerydeveloperagileApexVisualforce
2733,Accounts Assistant,Nasan Medical,Pune,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Tally ERPAccountingGstTDSGeneral AccountingBank ReconciliationAssistanceGeneral
2734,Electrical Engineer,Deenanath Mangeshkar Hospital & Research Center,Pune,2-6 Yrs,Not disclosed,15 Days Ago,2024-11-24,Electrical MaintenanceBreakdown MaintenancePlant MaintenanceElectrical InstallationElectrical EngineeringBreakdown AnalysisElectricalsPlant
2735,Billing Executive,Maharashtra Medical Foundation,Pune,1-3 Yrs,1.25-4.25 Lacs PA,13 Days Ago,2024-11-24,IPD billngBillingbilling executiveMedical BillingIP DrgMedical
2736,Client Partner - Medical Coding Denial,Access Healthcare,Pune,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageCall monitoringPeople management skillsMISMedical codingAccent trainingHealthcareMedical insurance
2737,Social Media Coordinator,Alpine Placement Consultant,Pune(Kothrud),1-3 Yrs,2.5-3 Lacs PA,8 Days Ago,2024-11-24,Content CreationWebsite ManagementSocial MediaLabDigital MediaMedia MarketingPromotional CampaignsProduct Awareness
2738,Marketing Executive (Medical Representative),Tablets India Ltd.,Pune,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,medical writingmedical salespharmaceuticalpharma marketingbusiness developmentmedical affairspharmacovigilanceresearch
2739,Business Analyst,Global Pharma Tek,Pune,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RetailBusiness AnalystBfsiFunctional testingFinanceBankingSoftware testingBusiness analysis
2740,Junior Executive Medical writing For Pune Location,Relief Placements,Pune(Wakad),2-3 Yrs,2.75-3 Lacs PA,12 Days Ago,2024-11-24,medical writingprepare CSR inclusive clinicalMethod Validationprepare bio analytical reportsrespond to regulatory queriesrespond to regulatory queries in clinical researchdesign and review protocol of BA/BEbio analytical
2741,Senior Safety Technology Support (STS) Specialist,Ergomed,Pune,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business objectsNursingTime managementDatabaseManager TechnologyHealthcarePharmacovigilanceMS Office
2742,Concur Expense Administrator and Auditor,Eversana India,Pune,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingExcelExpense managementComplianceCodingReconciliationCorporate creditMicrosoft Dynamics
2743,Nursing Educator,Maharashtra Medical Foundation,Pune,2-5 Yrs,Not disclosed,13 Days Ago,2024-11-24,MSc nursingNursing Educationnursing educatorNursing TutorEducationNursing
2744,Data Engineer,Global Pharma Tek,Pune,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceData analysisScalabilitydata manipulationData processingPerformance optimizationSupervisionSQL
2745,Business Analyst,Eversana India,Pune,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business processData analysisProcess optimizationAnalyticalMicrosoft applicationsWorkflowGap analysisIT operations
2746,Lead- Electrical & Maintenance,ACG,Pune(Shirwal),10-15 Yrs,Not disclosed,17 Days Ago,2024-11-24,Plant MaintenanceIndustry 4.0Project ManagementCGMPCapex PlanningIndustrial AutomationISOCompliance
2747,Application Security Engineer,Velsera,Pune,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,LinuxInformation securityNetwork securityHealthcarePerlApplication securityWindowsRuby
2748,SQL Developer,Global Pharma Tek,Pune,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,T-SQLPerformance tuningSQL queriesMS SQLquery optimizationSQL databaseMySQLOracle
2749,Product Manager,Mindbloom,Pune,8-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical DirectorUsageExcelFocusGeneticsWellnessmarket dataResearch
2750,Automation Engineer,Highbrow Technologies,Pune,7-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceautomation frameworkAutomationTesting toolsTDDJavascriptTest casesJIRA
2751,Accountant,Morya Hospital Pune,Pune,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Management accountingData analysisExcelFinancial reportingComplianceTime managementAccountingCompliance management
2752,Business Development Manager,Vetina Healthcare,Pune,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales strategyTime managementCustomer satisfactionHealthcareCustomer supportAfter sales supportGrowth strategySales Executive
2753,Customer Support Engineer / Manager,Labmate Asia,"Pune, Chennai, Ahmedabad",3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ElectronicsServicingManagementCustomer managementCustomer support
2754,Pharmacist,Morya Hospital Pune,Pune,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsCompliancePharmacyCompliance managementPatient careHealthcareManagementCounselling
2755,HR & Hospital Operations Plus TPA,Morya Hospital Pune,Pune,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Administrationhospital operationsPayrollPerformance managementTPACodingAnalyticalPatient care
2756,Customer Success Specialist,Eversana India,Pune,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Quality control toolsAutomationExcelCustomer satisfactionProcess improvementPharmaCustomer experienceManagement
2757,Infection Control Nurse,LMMF'S Mai Mangeshkar Hospital,Pune,1-5 Yrs,2.5-4 Lacs PA,9 Days Ago,2024-11-24,Infection ControlGNMControl
2758,Doctor,Ascent Hr,Pune(Baner),5-10 Yrs,6-11 Lacs PA,11 Days Ago,2024-11-24,Medicinephysician
2759,Emergency Medical Officer,Mai Mangeshkar Hospital,Pune,2-5 Yrs,2.25-3.25 Lacs PA,9 Days Ago,2024-11-24,Emergency ManagementEmergencyManagementMedical
2760,Sales Executive,Icon Market Research,Pune,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarket researchSales ExecutiveSales executive activitiesResearchMarketing
2761,OT / Anesthesia Technician,Rhea Healthcare,Pune,1-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,Operation theatreOtAnesthesiaTheatreOperations
2762,Zonal Sales Manager,Alpine Placement Consultant,Pune(Kothrud),10-15 Yrs,10-12 Lacs PA,10 Days Ago,2024-11-24,Healthcare SalesZonal SalesDiagnosticsLabGeneticsTarget AchievementLeadershipGenetic Testing
2763,CSSD Technician - Kharadi Pune,Rhea Healthcare,Pune,1-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,CSSD
2764,General Surgeon,Skill Management Services,Pune(Hadapsar),1-3 Yrs,12-18 Lacs PA,11 Days Ago,2024-11-24,SurgeryGeneral SurgeryMBBS MSGeneralMicrosoft
2765,Product Manager,Pixelque Software,Pune(Baner),5-10 Yrs,10-20 Lacs PA,12 Days Ago,2024-11-24,Team HandlingProduct ManagementSaas Product DevelopmentMarket AnalysisCompetitive AnalysisCompetetiveClient RelationshipProduct Life Cycle Management
2766,Area Sales Manager - Pune/ PCMC,Icpa Health Products,"Pimpri-Chinchwad, Pune",6-9 Yrs,Not disclosed,12 Days Ago,2024-11-24,area sales managerpharma salesarea sales managementarea salesteam managementarea managerTERRITORYpune
2767,QA - Python,Global Pharma Tek,Pune,6-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationGITMINCodingdevopsFunctional testingAPI TestingAgile
2768,Junior data engineer,Global Pharma Tek,Pune,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceVersion controlDatabase designMaster data managementdata manipulationReconciliationHealthcareData quality
2769,Senior Business Analyst,Eversana India,Pune,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Data analysisExcelPharmaProject managementAnalyticalSoftware product managementLife sciencesGap analysis
2770,Business Development Manager,Anand Chemiceutics,"Bhopal, Pune",5-6 Yrs,Not disclosed,9 Days Ago,2024-11-24,SalesIvdMedical EquipmentHealthcare SalesMedical Equipment SalesDiagnosticsMedical SalesDiagnostic Sales
2771,Cloud Data Architect,Eversana India,Pune,7-13 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceAutomationHealthcareData qualityStored proceduresJIRAInformation technologySDLC
2772,Dot Net Solution Architect,Global Pharma Tek,Pune,10-15 Yrs,Not disclosed,30+ Days Ago,2024-11-24,software architectureFront endArchitectureFocusSchemaSoftware development life cycleDatabaseArchitecting
2773,Receptionist,Talish Solutions,Pune(Khadakwasla),1-6 Yrs,1-2.25 Lacs PA,13 Days Ago,2024-11-24,ReceptionFront DeskReceptionist ActivitiesGuest HandlingTelephone HandlingHandlingDeskTelephone
2774,Account Research Specialist,Eversana India,Pune,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Analytical skillsSASProject managementData collectionMarket researchHealth managementSPSSResearch
2775,HOSTEL WARDEN,Deenanath Mangeshkar Hospital,Pune,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,security managementwarden activitiesadministrationteachingoffice administrationhousekeepinghousekeeping managementcomputer
2776,RMO,Borse Vitalife Hospital,Pune(Kothrud),2-4 Yrs,3-4.75 Lacs PA,15 Days Ago,2024-11-24,Good English CommunicationgoodRmoEnglishCommunication skills
2777,Sr. Staff Nurse,Borse Vitalife Hospital,Pune(Kothrud),3-7 Yrs,2.5-3.75 Lacs PA,15 Days Ago,2024-11-24,Good Communication SkillsSRCommunication skills
2778,Senior Sales Manager,Willpower Consultants,"Jalandhar, Kolhapur, Ludhiana, Patiala, Pune, Sangli, Shimla, Amritsar, Kurukshetra",10-20 Yrs,2-5 Lacs PA,15 Days Ago,2024-11-24,Field SalesPharma SellingHealthcare SalesTerritory SalesBdeMedical RepMedicareMedical Sales
2779,Salesforce Business Analyst (BSA) - Analyst II,Amerisource Bergen,Pune,4-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,JMSERPSAPLinuxRDBMSProject managementAgileJDBC
2780,International Business Development Manager - Pharma Veterinary- Pune,A client of L K Saddi Associates,Pune(F C Road),10-15 Yrs,10-15 Lacs PA,13 Days Ago,2024-11-24,Marketing HeadAnimal Health CarePet AnimalsMarketing ManagerVeterinary MedicineInternational BusinesscanineInternational Sales
2781,Clinical Psychologist,Center For Mental Health Pune,Pune,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,clinical psychologybehavioural trainingtherapyyogateachingtrainingpsychotherapypatient care
2782,Manager - Manufacturing (F/M/D),Freudenberg Medical,Pune,7-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process designSupply chainChange managementSAPStaffingDiversity and InclusionManager Quality Controlmicrosoft
2783,Senior Sales Manager,Willpower Consultants,"Jalandhar, Kolhapur, Ludhiana, Patiala, Pune, Sangli, Shimla, Amritsar, Kurukshetra",4-9 Yrs,2-5 Lacs PA,15 Days Ago,2024-11-24,Field SalesPharma SellingHealthcare SalesTerritory SalesBdeMedical RepMedicareMedical Sales
2785,Software Developer (.Net developer),"Optrascan, Inc.",Pune,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MVVMSoftware development life cycleEntity frameworkAgile methodologyManagementWPFJIRAASP.Net MVC
2786,Java Developer,Global Pharma Tek,Pune,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Unixoperational supportLinuxcyber securityspring batchJavascriptControl-MContinuous improvement
2787,Software Engineer(python developer),Global Pharma Tek,Pune,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Web technologiesCloud ServicesAnalyticalDjangodevopsAgileDeploymentScrum
2788,Software quality automation,Global Pharma Tek,Pune,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AutomationGITMySQLPerformance testingAgileScrumSeleniumTest cases
2789,DocuSign CLM Developer,Eversana India,Pune,3-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceProcess automationERPData migrationContract managementSystem integrationDebuggingJavascript
2790,Jr data engineer,Global Pharma Tek,Pune,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Computer scienceVersion controlDatabase designMaster data managementdata manipulationReconciliationHealthcareData quality
2791,Power BI Solution Developer,Global Pharma Tek,Pune,6-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Report generationquery optimizationData modelingAnalyticalArchitectural designIFSpower biDeployment
2792,Sr Developer BI,Eversana India,Pune,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,tableauBusiness AnalystSSRSBillingPackagingpower biStored proceduresSubject Matter Expert
2793,"Executive Assistant, Personal Assistant",Biorad Medisys,Pune,6-11 Yrs,"70,000-80,000 PA",16 Days Ago,2024-11-24,Executive AssistantEffective communicationPresentation SkillsPersonal AssistantTravel ArrangementsTime ManagementPersonal secretaryExecutive Secretary
2794,BILLING BACK OFFICE AUDIT ASSOCIATE-5264,Deenanath Mangeshkar Hospital,Pune,1 Yrs,Not disclosed,16 Days Ago,2024-11-24,financial analysisrisk assessmentbalance sheetback officeinternal controldocumentationauditingaccounting
2795,Operation Theatre Staff - Male,Deenanath Mangeshkar Hospital & Research Center,Pune,1-2 Yrs,Not disclosed,17 Days Ago,2024-11-24,Office AssistanceFront DeskReceptionist ActivitiesOffice ManagementCoordination SkillsPGDHMCoordinationTheatre
2796,Associate/Executive/Sr. Executive(Billing & Credit Control),Sahyadri Hospitals,Pune,2-7 Yrs,Not disclosed,17 Days Ago,2024-11-24,OPDTPAHospitalhospital IPD billingBillingCredit controlCreditControl
