,roles,companies,locations,experience,salary,Dates,PresentDate,skills
2294,Caretaker / Caregiver Associates,Ayushya Healthcare,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationSocial serviceHealth care servicesHealthcareWellnessMonitoringHealthCaretaking
2295,Nurse For Home Visit,Ayushya Healthcare,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SupervisorBasicAdministrationNursingPatient careHealth care servicesWellnessHealthcare
2296,Training Executive,AccurexBiomedical Pvt.Ltd.,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Employee trainingBusiness administrationTraining coordinationTraining ExecutiveHead Business DevelopmentLMSTraining CoordinatorManagement systems
2297,Customer Support Executive,AccurexBiomedical Pvt.Ltd.,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Head Business DevelopmentMLTqaqcCustomer Support ExecutiveLife sciencesCustomer relationshipData entryScience
2298,Export Executive,AccurexBiomedical Pvt.Ltd.,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BiotechnologySalesExport ExecutiveElectronicsTelecommunicationExport salesbiomedicalElectricals
2299,QUALITY EXECUTIVE,Bhatia Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingQuality standardsComplianceManager Quality ControlQuality ExecutiveMonitoringAuditingManagement
2300,ORTHOPAEDIC REGISTRAR,Bhatia Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingJunior StaffSurgicalInternRegistrarPatient careHealthcareMentor
2301,INTENSIVIST,Bhatia Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingQuality improvementPatient careMechanicalCritical careHealthcareVentilationManagement
2302,PEDIATRIC REGISTRAR - 1,Bhatia Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,RegistrarPatient careHealthcareManagementPediatrics
2303,Entry Level Software Engineer,Medpace Clinical Research India,"Mumbai, Navi Mumbai",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Web servicesGITAnalyticalTest planningEntity frameworkInformation technologyRelease managementSDLC
2304,Clinical Data Coder,Medpace Clinical Research India,"Mumbai, Navi Mumbai",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,CRONursingCodingPharmaClinical trialsOncologyEndocrinologyclinical data
2305,Young Professionals,Reliance Health Care,"Mumbai, Navi Mumbai",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Environment managementQADControl systemDownstream processingOccupational healthLife sciencesGMPPreventive maintenance
2306,Young Professionals,Reliance Life Sciences,"Mumbai, Navi Mumbai",0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Environment managementQADControl systemDownstream processingOccupational healthLife sciencesGMPPreventive maintenance
2307,Marketing Executive,Tablets India Ltd.,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing
2308,Sales Operations Assistant,Yolo Health,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Health insuranceProvident fundSales operationsHealthcarePower point presentationHRCustomer serviceCustomer complaints
2309,Voice process freshers - Client Partner - Accounts Receivable,Access Healthcare,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Voice processOutboundClaimsNursingMedical billingIVRProduct serviceAR Calling
2310,Pathologist,Hira Mongi Navneet Hospital,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRANursingInfection Control NurseStaff NurseGNMHRSenior Billing Executivebiomedical
2311,Trainee - CRM,Piramal Pharma Limited,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Service deliveryQuality standardsFront endRevenue assuranceCustomer satisfactionMISCustomer engagementService quality
2312,Medical Representative,Axigen Healthcare,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,team managementchannel salesbrandingdirect marketingteam handlingpresentation skillssales activitiescustomer interaction
2313,Medical Representative,Axigen Healthcare,"Mumbai, Raigad",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,team managementchannel salesbrandingdirect marketingteam handlingpresentation skillssales activitiescustomer interaction
2314,Research Associate,Neurogen Brain And Spine Institute,Navi Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Ct ScanMriResearchBiomedicalCTScanning
2315,Medical Coder,AQuity Solutions,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HCPCSNursingCodingCMSHealthcareCash flowRevenue cycle managementRevenue generation
2316,Junior Associate,AQuity Solutions,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Front officeNursingMicrobiologyDiagnosticsZoologyBotanyHealthcareBiochemistry
2317,Doctor,Apex Hospital,"Mumbai, New Delhi, Jaipur",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NephrologyGeneral surgeryGastroenterologyOphthalmologyDoctorCardiologysurgical oncologyGeneral
2318,Business Executive,Sigma Aldrich Chemicals,"Mumbai, Navi Mumbai",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Business Executive
2319,Fresher Pediatrician,Medico Hub,"Kolhapur, Mumbai",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsInterpersonal skillsNursing StaffNutritionCompliancePsychologyHealthcaremedical records
2320,Nurses,StElizabeths Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdpharmaceuticalhealth care servicesgnmnursingmedicinepsychiatrypatient care
2321,HR Professional,G N H Pharmaceuticals,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Payroll managementNetworkingESICHRRecruitmentHrsdManagementPayroll
2322,Rating Analyst,Esg Risk Assessments & Insights,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Health insuranceFinancial statementsRating AnalystFinancial analysisFinanceCredit risk analysisCredit ratingRisk analysis
2323,Sales Engineer,Ace Technologies,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,project salesindustrial salesoem salesindustrial marketingchannel salesequipmentbusiness developmentengineering
2324,Executive/ Sr Executive : Proposal,Ace Technologies,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,financial analysistenderingproject managementtender preparationbiddingcustomer servicelogisticsbusiness development
2325,Sales Engineer/ Executive,Ace Technologies,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesExecutive EngineeringSales engineeringEngineering
2326,MM/ DGM Marketing- Pharma- (Rx & OTX)- South India.,A Reputed Pharma Company.,"Mumbai Suburban, Mumbai (All Areas)",25-30 Yrs,Not disclosed,8 Days Ago,2024-11-24,PARACETAMOLOTXPromotionalProduct MarketingMEDICAL PROMOTIONMedicalPharmaceuticalMarketing
2327,Purchase Executive/Purchase Assistant/Procurement Assistant,HERBALHILLS - ISHA AGRO DEVELOPERS PVT LTD,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",2-7 Yrs,Not disclosed,8 Days Ago,2024-11-24,Purchase OrderVendor PaymentsPurchase RequisitionInvoice VerificationPayment ProcessingPaymentsOrder fulfillmentRequisition
2328,ICWA Business Finance -4years of R&D-exp and international pricing,pharma,Navi Mumbai,5-10 Yrs,Not disclosed,9 Days Ago,2024-11-24,R&Dinternational pricing calculationResearch And DevelopmentResearchFinanceBusiness FinanceDevelopmentR And D
2329,Trainee / Analyst - ESG Risk Assessment,Esg Risk Assessments & Insights,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Analytical skillsHealth insuranceCorporate governanceQuality checkRisk assessmentReport writingTrainee AnalystTraining and Development
2330,F . Client Relation Executive,Cordlife,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MediclaimPDFClient Relationship ExecutiveBankingqueryESICHRCustomer service
2331,Consultants,Hira Mongi Navneet Hospital,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRANursingInfection Control NurseStaff NurseGNMHRSenior Billing Executivebiomedical
2332,Radiologist,Hira Mongi Navneet Hospital,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRANursingInfection Control NurseStaff NurseGNMHRSenior Billing Executivebiomedical
2333,Bio - medical Engineer,Hira Mongi Navneet Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRANursingInfection Control NurseStaff NurseGNMHRbiomedicalSenior Billing Executive
2334,MBBS Professionals,Hira Mongi Navneet Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRANursingInfection Control NurseStaff NurseGNMHRSenior Billing Executivebiomedical
2335,Medical Writer,Catawba Research,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Quality improvementStandard operating proceduresRegulatory complianceInvestigationClinical researchManager Quality ControlManagementProject delivery
2336,Fellowship in Retina Vitreous & Cornea.,Aditya Jyot Eye Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingDNBOphthalmology
2337,Counsellor - Nandadeep Netralay,Nandadeep Seri Eye Hospital,Mumbai,1-6 Yrs,Not disclosed,9 Days Ago,2024-11-24,CounsellorAdministrationExcelPDFESICCounselling
2338,Medical Advisor,Biopeople India,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingMedical affairsSalesProject managementConceptualizationStrategic planningClinical researchHealthcare
2339,Customer Relationship Executive,Bonvive India,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Voice processOutboundCustomer Relation ExecutiveTicketingService desk managementService deskCustomer serviceCustomer complaints
2340,Corporate Relationship Executive,Bonvive India,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process optimizationInterpersonal skillsCorporateRelationshipHealthcareWorkflowCorporate Relationship ExecutiveBusiness Development Executive
2341,Survey Manager,Yougov,Mumbai,2-8 Yrs,Not disclosed,11 Days Ago,2024-11-24,auto levelproject managementdata analysisflyoversmarket researchgpsautocadtraverse
2342,Accounts Payable Analyst,Yougov,Mumbai,1-6 Yrs,Not disclosed,11 Days Ago,2024-11-24,insuranceledgeraccounts receivableaccounts payablesix sigmapower bigeneral accountinginvoice processing
2343,Physiotherapist,ReLiva Physiotherapy &amp;amp;amp; Rehab,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,MPTPhysiotherapy
2344,Admin/HR,Shamrock Pharmachemi,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,interviewingscreeninghr policiesadministrationlabour lawshrsdhuman resource managementjob posting
2345,Inside Sales Manager,Chargen Life Sciences,Mumbai(Mumbadevi Area),5-8 Yrs,4.5-6 Lacs PA,11 Days Ago,2024-11-24,SalesEnd To End SalesTarget AchievementUpsellNew Client AcquisitionHuntingSales ClosureCross Sales
2346,Inside Sales Executive,Chargen Life Sciences,Mumbai Suburban,2-3 Yrs,Not disclosed,11 Days Ago,2024-11-24,Salesnegotiationproduct knowledgeTarget AchievementNew Client AcquisitionClosureDeal ClosureProspecting
2347,"Sr. Recruiter, HR Compliance & Payroll Management",Crown Vet,Mumbai(Nariman Point),6-10 Yrs,6-8.5 Lacs PA,11 Days Ago,2024-11-24,RecruitmentHRMSPayroll ManagementCompliance ManagementHead HuntingPayroll ProcessingHuntingSR
2348,Community Outreach Executive,ASIAN HEART INSTITUTE &amp; RESEARCH CENTRE PRIVATE LIMITED,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Public relationsSalesISOFocusMedical servicesHealth care servicesWellnesshealthcare marketing
2349,Nurse ( GNM / BSc Nursing ),Smt Motiben B Dalvi Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,patient safetyopdbiotechnologyhealth care servicesgnmmicrobiologynursinginfection control
2350,Virtual Assistant,Starwalkers Clinic,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ManagementAssistanceVirtual Assistant
2351,Content Creator & Social Media Marketing,Starwalkers Clinic,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Social media marketingMedia strategySocial mediaMarketing campaignsBudgetingManagementCampaignsContent creation
2352,Automation Engineer - Veeva,Astellas Pharma,Mumbai,2-6 Yrs,Not disclosed,13 Days Ago,2024-11-24,Business processManager Quality AssuranceProcess improvementAgileWorkflowTroubleshootingTechnical supportCRM
2353,Account Receivable Executive (Sr. AR/ AR Associate),VitalityBSS,Navi Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AR AssociateAccounts Receivable ExecutiveAR ExecutiveAccountingReceivableAugmented RealitySRAccounts receivable
2354,Back Office Executive / Process Associate,VitalityBSS,Navi Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Back Office ExecutiveTrainingProcess AssociateProcess ExecutiveTransitionUS healthcareBack officeOffice
2355,Tele caller (Sales),CTL Blood Test Lab,"Mumbai, Navi Mumbai",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,bpodomestic bpoinboundback officecustomer serviceoutbound processcustomer careconvincing power
2356,FSO - Field Sales Officer,CTL Blood Test Lab,"Mumbai, Navi Mumbai",0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales HeadRetailDiagnosticsField salesSATBankingHealthcareTelecommunication
2357,Nurses & Brothers,Arooj Home,Mumbai,0-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingPatient careGNMPain managementdirectDocbiomedicalBusiness Executive
2358,Manager - HR,Piramal Pharma Limited,Navi Mumbai,3-8 Yrs,Not disclosed,13 Days Ago,2024-11-24,HR Generalist ActivitiesPlant HrTalent ManagementTalent DevelopmentHrsdPlantHuman resource managementGeneralist Activities
2359,Staff Nurses,RG Stone Urology & Laparoscopy Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Waste managementQuality improvementNursingPDFManager Quality AssuranceStaff NurseGNMPatient care
2360,Executive - Customer Care,Sysmex,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OutboundCustomer Care ExecutiveField StaffCustomer satisfactionSocial mediaqueryCRMAuditing
2361,HR Executive at location Thane (Wagale estate).,Pharmaceutical company,"Mumbai, Thane",1-6 Yrs,Not disclosed,15 Days Ago,2024-11-24,HR ExecutiveEnd To End RecruitmentHR lettersHR recruiterEndHrsdEnd To EndLawyer activities
2362,Officer/ Assistant Manager - Drug Regulatory Affairs (DRA) / DQA,V-Ensure Pharmaceuticals and Technologies,Navi Mumbai,4-9 Yrs,5-12 Lacs PA,15 Days Ago,2024-11-24,Drug Regulatory AffairsOSDUSFDAFormulationCTDQa/QcUS MarketQuality assurance
2363,Business Officer/ Medical Representative,Astrum Healthcare,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Medical RepresentativeMedical
2364,FSO - Field Sales Officer,Clinitech Laboratory Pvt. Ltd.,"Mumbai, Navi Mumbai",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales HeadRetailDiagnosticsField salesSATBankingHealthcareTelecommunication
2365,Tele caller (Sales),Clinitech,"Mumbai, Navi Mumbai",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,bpodomestic bpoinboundback officecustomer serviceoutbound processcustomer careconvincing power
2366,Data Entry Operator,Fledge Healthtech,Mumbai(Ghatkopar),1-2 Yrs,1.75-2.75 Lacs PA,16 Days Ago,2024-11-24,Google SheetsExcelBook KeepingALedgerAdvanced ExcelGoogle Apps ScriptGoogle
2367,Physiotherapy Intern,Saifee hospital,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sportsphysiotherapytherapyergonomicsbptexerciseorthopedicsortho
2368,Collection center - Phlebotomist,Manipal Trutest Laboratories,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Collection center - PhlebotomistPhlebotomyCenterCollections
2369,Home Visit - Phlebotomist,Manipal Trutest Laboratories,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Home Visit - PhlebotomistPhlebotomy
2370,Frontdesk Executive,La Piel,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicFront deskExcelSalesSenior ExecutiveCustomer serviceManagementServicing
2371,Assistant Doctor,La Piel,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalChemicalDermatologyAssistant DoctorConsultingInstrumentationWellnessInventory control
2372,Graduate,Paramount Health Services,Mumbai Suburban,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Customer RelationshipOutboundRelationship ManagementInboundCrmmanagementrelationship
2373,Staff Nurse,Narayana Hrudayalaya Mmi Blood Bank,Mumbai,0-5 Yrs,Not disclosed,16 Days Ago,2024-11-24,NursingSAPNutritionStaff NursePatient careIndentingData collectionCustomer experience
2374,Wealth Management Trainees,Financial Hospital,Mumbai,0-1 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Estate PlanningPenetrationWealth managementCustomer satisfactionAnalyticalFinancial planningClient acquisitionTax planning
2375,Staff Nurse,Mahatma Gandhi Mission Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingGNM Staff NurseStaff NurseGNM
2376,DERMETOLOGIST,Nubello Aesthetic,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ChemicalDermatologyCustomer satisfactionConsultingDNBSupervision
2377,Pharmacy Assistant,Fledge Healthtech,Mumbai,1-2 Yrs,Not disclosed,20 Days Ago,2024-11-24,PharmacyPharmaceuticalWarehouse OperationsDistribution CenterLicensingCenterWarehouseOperations
2378,Junior Associate,AQuity Solutions,Mumbai,0-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Typing speedCustomer service orientationNursingComplianceRadiologyJunior AssociateCustomer serviceOrientation
2379,Nurses,The B D Petit Parsee General Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HealthcareMonitoringNursing
2380,Occupational Therapist,The Autism Clinic,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PediatricsFocusOccupational therapyTherapy
2381,ABA Therapist,The Autism Clinic,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSupervisionTherapy
2382,Research Associate,Sitec Labs,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation
2383,RMO ( MBBS / DCH ),StElizabeths Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,contract managementproject managementadvisory servicesteam managementlegal documentationbusiness analysisbusiness developmentauditing
2384,STAFF NURSE,Nurse India,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdgnmnursingpatient carehealthcareoperation theatredressingccu
2385,Pharmacist,Breach Candy Hospital,Mumbai,0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pharmaceuticalsideopdmedicinemedical servicesinventorypharmacovigilancedrug
2386,Marketing Executive,Margy Tech,"Mumbai, Navi Mumbai",0-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingMarket analysisSalesBusiness studiesProduct portfolioLegalNetwork ExecutiveCustomer support
2387,OT Technician,RG Stone Urology & Laparoscopy Hospital,Mumbai,0-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalMonitoringOT
2388,Officer/Assistant-Product Registration,Axigen Healthcare,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,videographyvideo editingphotoshopscript writingcontent creationeditingcreative writingmarketing
2389,BAMS/BHMS,Hira Mongi Navneet Hospital,Mumbai,0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,HIRABilling ExecutiveNursingInfection Control NurseStaff NurseGNMHRbiomedical
2390,Field Sales Officer,Glenmark Pharmaceuticals,"Rajahmundry, Silchar, Salem, Buldana, Ajmer, Jaipur, Shahdol, Bhilwara, Bikaner, Jodhpur, Jalgaon, Kota, Udaipur, Bhopal, Chhindwara, Gwalior, Rewa, Barmer, Aizawl, Deoghar, Meerut, Bilaspur",0-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Product managementProduct launchMarket analysisAdministrationSales budgetingSales strategySalesResource allocation
2391,Hiring For Staff Nurses.,Teamlink Consultants (opc),"Hyderabad, Gurugram, Bengaluru",0-5 Yrs,Not disclosed,4 Days Ago,2024-11-24,NursingStaffingOTOperation TheatreGNMPatient CarePediatricsGynecology
